Status,Project,Title,Name,URL,Error
Success,DD,Farm Dam Boundaries,farm-dam-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/farm-dam-boundaries,
Success,ODP,Farm Dam Boundaries,farm-dam-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/farm-dam-boundaries,
Success,DD,Spring Locations,spring-locations,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/spring-locations,
Success,ODP,Spring Locations,spring-locations,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/spring-locations,
Success,DD,Aquifer Salinity - Shallow,aquifer-salinity-shallow,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/aquifer-salinity-shallow,
Success,ODP,Aquifer Salinity - Shallow,aquifer-salinity-shallow,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/aquifer-salinity-shallow,
Success,DD,Aquifer Salinity - Basal,aquifer-salinity-basal,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/aquifer-salinity-basal,
Success,ODP,Aquifer Salinity - Basal,aquifer-salinity-basal,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/aquifer-salinity-basal,
Success,DD,Aquifer Salinity - Bedrock,aquifer-salinity-bedrock,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/aquifer-salinity-bedrock,
Success,ODP,Aquifer Salinity - Bedrock,aquifer-salinity-bedrock,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/aquifer-salinity-bedrock,
Success,DD,All Basement Bores,all-basement-bores,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/all-basement-bores,
Success,ODP,All Basement Bores,all-basement-bores,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/all-basement-bores,
Success,DD,Victorian Aquifer Framework (VAF) 3D Surfaces,victorian-aquifer-framework-vaf-3d-surfaces,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-aquifer-framework-vaf-3d-surfaces,
Success,ODP,Victorian Aquifer Framework (VAF) 3D Surfaces,victorian-aquifer-framework-vaf-3d-surfaces,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-aquifer-framework-vaf-3d-surfaces,
Success,DD,Terrestrial Groundwater Dependent Ecosystem (GDE) Density and Biodiversity Value,terrestrial-groundwater-dependent-ecosystem-gde-density-and-biodiversity-value,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/terrestrial-groundwater-dependent-ecosystem-gde-density-and-biodiversity-value,
Success,ODP,Terrestrial Groundwater Dependent Ecosystem (GDE) Density and Biodiversity Value,terrestrial-groundwater-dependent-ecosystem-gde-density-and-biodiversity-value,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/terrestrial-groundwater-dependent-ecosystem-gde-density-and-biodiversity-value,
Success,DD,Terrestrial Groundwater Dependent Ecosystem (GDE) Density,terrestrial-groundwater-dependent-ecosystem-gde-density,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/terrestrial-groundwater-dependent-ecosystem-gde-density,
Success,ODP,Terrestrial Groundwater Dependent Ecosystem (GDE) Density,terrestrial-groundwater-dependent-ecosystem-gde-density,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/terrestrial-groundwater-dependent-ecosystem-gde-density,
Success,DD,Watertable Depth to Groundwater,watertable-depth-to-groundwater,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/watertable-depth-to-groundwater,
Success,ODP,Watertable Depth to Groundwater,watertable-depth-to-groundwater,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/watertable-depth-to-groundwater,
Success,DD,Groundwater Management Basins (GMB),groundwater-management-basins-gmb,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/groundwater-management-basins-gmb,
Success,ODP,Groundwater Management Basins (GMB),groundwater-management-basins-gmb,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/groundwater-management-basins-gmb,
Success,DD,Groundwater Catchments (GC),groundwater-catchments-gc,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/groundwater-catchments-gc,
Success,ODP,Groundwater Catchments (GC),groundwater-catchments-gc,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/groundwater-catchments-gc,
Success,DD,Victorian Wetland Inventory (Current),victorian-wetland-inventory-current,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-wetland-inventory-current,
Success,ODP,Victorian Wetland Inventory (Current),victorian-wetland-inventory-current,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-wetland-inventory-current,
Success,DD,Victorian Wetland Inventory (Pre-European),victorian-wetland-inventory-pre-european,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-wetland-inventory-pre-european,
Success,ODP,Victorian Wetland Inventory (Pre-European),victorian-wetland-inventory-pre-european,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-wetland-inventory-pre-european,
Success,DD,Biodiversity Conservation Strategy Extent,biodiversity-conservation-strategy-extent,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/biodiversity-conservation-strategy-extent,
Success,ODP,Biodiversity Conservation Strategy Extent,biodiversity-conservation-strategy-extent,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/biodiversity-conservation-strategy-extent,
Success,DD,Conservation Areas in the Biodiversity Conservation Strategy,conservation-areas-in-the-biodiversity-conservation-strategy,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/conservation-areas-in-the-biodiversity-conservation-strategy,
Success,ODP,Conservation Areas in the Biodiversity Conservation Strategy,conservation-areas-in-the-biodiversity-conservation-strategy,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/conservation-areas-in-the-biodiversity-conservation-strategy,
Success,DD,Parks and Conservation Reserves (PARKRES),parks-and-conservation-reserves-parkres,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/parks-and-conservation-reserves-parkres,
Success,ODP,Parks and Conservation Reserves (PARKRES),parks-and-conservation-reserves-parkres,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/parks-and-conservation-reserves-parkres,
Success,DD,Coastal Plans Additional Plans,coastal-plans-additional-plans,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/coastal-plans-additional-plans,
Success,ODP,Coastal Plans Additional Plans,coastal-plans-additional-plans,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/coastal-plans-additional-plans,
Success,DD,Boating Area Planning Precincts,boating-area-planning-precincts,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/boating-area-planning-precincts,
Success,ODP,Boating Area Planning Precincts,boating-area-planning-precincts,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/boating-area-planning-precincts,
Success,DD,Current Coastal Action Plans,current-coastal-action-plans,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/current-coastal-action-plans,
Success,ODP,Current Coastal Action Plans,current-coastal-action-plans,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/current-coastal-action-plans,
Success,DD,Native Vegetation Time Stamping Dataset - Melbourne Growth Areas (VC68),native-vegetation-time-stamping-dataset-melbourne-growth-areas-vc68,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/native-vegetation-time-stamping-dataset-melbourne-growth-areas-vc68,
Success,ODP,Native Vegetation Time Stamping Dataset - Melbourne Growth Areas (VC68),native-vegetation-time-stamping-dataset-melbourne-growth-areas-vc68,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/native-vegetation-time-stamping-dataset-melbourne-growth-areas-vc68,
Success,DD,Victorian Biodiversity Atlas Taxa List,victorian-biodiversity-atlas-taxa-list,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-biodiversity-atlas-taxa-list,
Success,ODP,Victorian Biodiversity Atlas Taxa List,victorian-biodiversity-atlas-taxa-list,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-biodiversity-atlas-taxa-list,
Success,DD,Public Land Management (PLM25),public-land-management-plm25,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/public-land-management-plm25,
Success,ODP,Public Land Management (PLM25),public-land-management-plm25,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/public-land-management-plm25,
Success,DD,Estuaries,estuaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/estuaries,
Success,ODP,Estuaries,estuaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/estuaries,
Success,DD,Native Vegetation - Modelled 1750 Ecological Vegetation Classes  (with Bioregional Conservation Status),native-vegetation-modelled-1750-ecological-vegetation-classes-with-bioregional-conservation-status,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/native-vegetation-modelled-1750-ecological-vegetation-classes-with-bioregional-conservation-status,
Failure,ODP,Native Vegetation - Modelled 1750 Ecological Vegetation Classes  (with Bioregional Conservation Status),native-vegetation-modelled-1750-ecological-vegetation-classes-with-bioregional-conservation-status,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/native-vegetation-modelled-1750-ecological-vegetation-classes-with-bioregional-conservation-status,Dataset was not found
Success,DD,Native Vegetation - Modelled 1750 Ecological Vegetation Classes,native-vegetation-modelled-1750-ecological-vegetation-classes,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/native-vegetation-modelled-1750-ecological-vegetation-classes,
Success,ODP,Native Vegetation - Modelled 1750 Ecological Vegetation Classes,native-vegetation-modelled-1750-ecological-vegetation-classes,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/native-vegetation-modelled-1750-ecological-vegetation-classes,
Success,DD,Native Vegetation - Modelled Quality (Site condition and landscape context) 2005,native-vegetation-modelled-quality-site-condition-and-landscape-context-2005,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/native-vegetation-modelled-quality-site-condition-and-landscape-context-2005,
Success,ODP,Native Vegetation - Modelled Quality (Site condition and landscape context) 2005,native-vegetation-modelled-quality-site-condition-and-landscape-context-2005,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/native-vegetation-modelled-quality-site-condition-and-landscape-context-2005,
Success,DD,Groundwater Management Area Zones,groundwater-management-area-zones,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/groundwater-management-area-zones,
Success,ODP,Groundwater Management Area Zones,groundwater-management-area-zones,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/groundwater-management-area-zones,
Success,DD,Groundwater Management Areas,groundwater-management-areas,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/groundwater-management-areas,
Success,ODP,Groundwater Management Areas,groundwater-management-areas,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/groundwater-management-areas,
Success,DD,Property View - Vicmap Property,property-view-vicmap-property,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/property-view-vicmap-property,
Success,ODP,Property View - Vicmap Property,property-view-vicmap-property,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/property-view-vicmap-property,
Success,DD,Ground Type Area (Polygon) 1:25,000 - Vicmap Elevation,ground-type-area-polygon-1-25-000-vicmap-elevation,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/ground-type-area-polygon-1-25-000-vicmap-elevation,
Success,ODP,Ground Type Area (Polygon) 1:25,000 - Vicmap Elevation,ground-type-area-polygon-1-25-000-vicmap-elevation,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/ground-type-area-polygon-1-25-000-vicmap-elevation,
Success,DD,Tree Cover simplified for display at Statewide scale,tree-cover-simplified-for-display-at-statewide-scale,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/tree-cover-simplified-for-display-at-statewide-scale,
Success,ODP,Tree Cover simplified for display at Statewide scale,tree-cover-simplified-for-display-at-statewide-scale,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/tree-cover-simplified-for-display-at-statewide-scale,
Success,DD,Victorian Upper House Electoral Boundaries 2001 1:25,000,victorian-upper-house-electoral-boundaries-2001-1-25-000,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-upper-house-electoral-boundaries-2001-1-25-000,
Success,ODP,Victorian Upper House Electoral Boundaries 2001 1:25,000,victorian-upper-house-electoral-boundaries-2001-1-25-000,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-upper-house-electoral-boundaries-2001-1-25-000,
Success,DD,Victorian Lower House Electoral Boundaries 1991 1:25,000,victorian-lower-house-electoral-boundaries-1991-1-25-000,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-lower-house-electoral-boundaries-1991-1-25-000,
Success,ODP,Victorian Lower House Electoral Boundaries 1991 1:25,000,victorian-lower-house-electoral-boundaries-1991-1-25-000,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-lower-house-electoral-boundaries-1991-1-25-000,
Success,DD,Land Conservation Council Study Areas as applied in 1989,land-conservation-council-study-areas-as-applied-in-1989,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/land-conservation-council-study-areas-as-applied-in-1989,
Success,ODP,Land Conservation Council Study Areas as applied in 1989,land-conservation-council-study-areas-as-applied-in-1989,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/land-conservation-council-study-areas-as-applied-in-1989,
Success,DD,Wetlands Extent for Victoria Prior to European Settlement - Deduced,wetlands-extent-for-victoria-prior-to-european-settlement-deduced,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/wetlands-extent-for-victoria-prior-to-european-settlement-deduced,
Success,ODP,Wetlands Extent for Victoria Prior to European Settlement - Deduced,wetlands-extent-for-victoria-prior-to-european-settlement-deduced,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/wetlands-extent-for-victoria-prior-to-european-settlement-deduced,
Success,DD,Aggregated Fire Severity Classes from 1998 onward,aggregated-fire-severity-classes-from-1998-onward,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/aggregated-fire-severity-classes-from-1998-onward,
Success,ODP,Aggregated Fire Severity Classes from 1998 onward,aggregated-fire-severity-classes-from-1998-onward,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/aggregated-fire-severity-classes-from-1998-onward,
Success,DD,Victorian Heritage Register,victorian-heritage-register,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/victorian-heritage-register,
Success,ODP,Victorian Heritage Register,victorian-heritage-register,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/victorian-heritage-register,
Success,DD,Groundwater Resources,groundwater-resources,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/groundwater-resources,
Success,ODP,Groundwater Resources,groundwater-resources,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/groundwater-resources,
Success,DD,Average Coal Seam Quality,average-coal-seam-quality,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/average-coal-seam-quality,
Success,ODP,Average Coal Seam Quality,average-coal-seam-quality,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/average-coal-seam-quality,
Success,DD,Coal Model Boundary,coal-model-boundary,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/coal-model-boundary,
Success,ODP,Coal Model Boundary,coal-model-boundary,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/coal-model-boundary,
Success,DD,Coal to Waste Ratio,coal-to-waste-ratio,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/coal-to-waste-ratio,
Success,ODP,Coal to Waste Ratio,coal-to-waste-ratio,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/coal-to-waste-ratio,
Success,DD,Forest Management Zones - Simplified View,forest-management-zones-simplified-view,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/forest-management-zones-simplified-view,
Success,ODP,Forest Management Zones - Simplified View,forest-management-zones-simplified-view,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/forest-management-zones-simplified-view,
Success,DD,Regional Forestry Agreement boundaries,regional-forestry-agreement-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/regional-forestry-agreement-boundaries,
Success,ODP,Regional Forestry Agreement boundaries,regional-forestry-agreement-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/regional-forestry-agreement-boundaries,
Success,DD,Private Native Forest Stand Vegetation,private-native-forest-stand-vegetation,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/private-native-forest-stand-vegetation,
Success,ODP,Private Native Forest Stand Vegetation,private-native-forest-stand-vegetation,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/private-native-forest-stand-vegetation,
Success,DD,Structural Vegetation (1995),structural-vegetation-1995,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/structural-vegetation-1995,
Success,ODP,Structural Vegetation (1995),structural-vegetation-1995,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/structural-vegetation-1995,
Success,DD,Stock layer for calendar year 2016,stock-layer-for-calendar-year-2016,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/stock-layer-for-calendar-year-2016,
Success,ODP,Stock layer for calendar year 2016,stock-layer-for-calendar-year-2016,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/stock-layer-for-calendar-year-2016,
Success,DD,1 minute increments of the GDA94 latitude/longitude graticule,1-minute-increments-of-the-gda94-latitude-longitude-graticule,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/1-minute-increments-of-the-gda94-latitude-longitude-graticule,
Success,ODP,1 minute increments of the GDA94 latitude/longitude graticule,1-minute-increments-of-the-gda94-latitude-longitude-graticule,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/1-minute-increments-of-the-gda94-latitude-longitude-graticule,
Success,DD,5 minute increments of the GDA94 latitude/longitude graticule,5-minute-increments-of-the-gda94-latitude-longitude-graticule,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/5-minute-increments-of-the-gda94-latitude-longitude-graticule,
Success,ODP,5 minute increments of the GDA94 latitude/longitude graticule,5-minute-increments-of-the-gda94-latitude-longitude-graticule,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/5-minute-increments-of-the-gda94-latitude-longitude-graticule,
Success,DD,East Asian-Australasian Flyway Shorebird Sites in Victoria,east-asian-australasian-flyway-shorebird-sites-in-victoria,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/east-asian-australasian-flyway-shorebird-sites-in-victoria,
Success,ODP,East Asian-Australasian Flyway Shorebird Sites in Victoria,east-asian-australasian-flyway-shorebird-sites-in-victoria,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/east-asian-australasian-flyway-shorebird-sites-in-victoria,
Success,DD,1:50 000 AMG Mapsheet Boundaries,1-50-000-amg-mapsheet-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/1-50-000-amg-mapsheet-boundaries,
Success,ODP,1:50 000 AMG Mapsheet Boundaries,1-50-000-amg-mapsheet-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/1-50-000-amg-mapsheet-boundaries,
Success,DD,100,000 metre squares,100-000-metre-squares,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/100-000-metre-squares,
Success,ODP,100,000 metre squares,100-000-metre-squares,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/100-000-metre-squares,
Success,DD,VicGrid (AGD66) Graticule - 1 km interval,vicgrid-agd66-graticule-1-km-interval,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/vicgrid-agd66-graticule-1-km-interval,
Success,ODP,VicGrid (AGD66) Graticule - 1 km interval,vicgrid-agd66-graticule-1-km-interval,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/vicgrid-agd66-graticule-1-km-interval,
Success,DD,Map Grid of Australia (MGA) Graticule - 1 km interval,map-grid-of-australia-mga-graticule-1-km-interval,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/map-grid-of-australia-mga-graticule-1-km-interval,
Success,ODP,Map Grid of Australia (MGA) Graticule - 1 km interval,map-grid-of-australia-mga-graticule-1-km-interval,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/map-grid-of-australia-mga-graticule-1-km-interval,
Success,DD,Simplified outline of Victoria and adjoining States,simplified-outline-of-victoria-and-adjoining-states,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/simplified-outline-of-victoria-and-adjoining-states,
Success,ODP,Simplified outline of Victoria and adjoining States,simplified-outline-of-victoria-and-adjoining-states,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/simplified-outline-of-victoria-and-adjoining-states,
Success,DD,Fire Severity Classes (Landsat) for Alpine fires January/February 2003.,fire-severity-classes-landsat-for-alpine-fires-january-february-2003,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/fire-severity-classes-landsat-for-alpine-fires-january-february-2003,
Success,ODP,Fire Severity Classes (Landsat) for Alpine fires January/February 2003.,fire-severity-classes-landsat-for-alpine-fires-january-february-2003,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/fire-severity-classes-landsat-for-alpine-fires-january-february-2003,
Success,DD,Forest Management Area boundaries,forest-management-area-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/forest-management-area-boundaries,
Success,ODP,Forest Management Area boundaries,forest-management-area-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/forest-management-area-boundaries,
Success,DD,Relative Forest Growth Stage Classification,relative-forest-growth-stage-classification,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/relative-forest-growth-stage-classification,
Success,ODP,Relative Forest Growth Stage Classification,relative-forest-growth-stage-classification,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/relative-forest-growth-stage-classification,
Success,DD,Forest Types of Victoria,forest-types-of-victoria,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/forest-types-of-victoria,
Success,ODP,Forest Types of Victoria,forest-types-of-victoria,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/forest-types-of-victoria,
Success,DD,Forest Cover Changes in Victoria from 1972 to 1987,forest-cover-changes-in-victoria-from-1972-to-1987,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/forest-cover-changes-in-victoria-from-1972-to-1987,
Success,ODP,Forest Cover Changes in Victoria from 1972 to 1987,forest-cover-changes-in-victoria-from-1972-to-1987,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/forest-cover-changes-in-victoria-from-1972-to-1987,
Success,DD,Forest Cover of Victoria in 1869,forest-cover-of-victoria-in-1869,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/forest-cover-of-victoria-in-1869,
Success,ODP,Forest Cover of Victoria in 1869,forest-cover-of-victoria-in-1869,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/forest-cover-of-victoria-in-1869,
Success,DD,Registered Aboriginal Parties (RAP) Appointed Boundaries,registered-aboriginal-parties-rap-appointed-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/registered-aboriginal-parties-rap-appointed-boundaries,
Success,ODP,Registered Aboriginal Parties (RAP) Appointed Boundaries,registered-aboriginal-parties-rap-appointed-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/registered-aboriginal-parties-rap-appointed-boundaries,
Success,DD,WARD Boundaries 2020,ward-boundaries-2020,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/ward-boundaries-2020,
Success,ODP,WARD Boundaries 2020,ward-boundaries-2020,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/ward-boundaries-2020,
Success,DD,Relief Areas with fuzzy boundaries,relief-areas-with-fuzzy-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/relief-areas-with-fuzzy-boundaries,
Success,ODP,Relief Areas with fuzzy boundaries,relief-areas-with-fuzzy-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/relief-areas-with-fuzzy-boundaries,
Success,DD,Water Areas with fuzzy boundaries,water-areas-with-fuzzy-boundaries,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/water-areas-with-fuzzy-boundaries,
Success,ODP,Water Areas with fuzzy boundaries,water-areas-with-fuzzy-boundaries,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/water-areas-with-fuzzy-boundaries,
Success,DD,WARD Boundaries 2017,ward-boundaries-2017,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/ward-boundaries-2017,
Success,ODP,WARD Boundaries 2017,ward-boundaries-2017,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/ward-boundaries-2017,
Success,DD,WARD Boundaries 2016,ward-boundaries-2016,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/ward-boundaries-2016,
Success,ODP,WARD Boundaries 2016,ward-boundaries-2016,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/ward-boundaries-2016,
Success,DD,Geomark Polygon,geomark-polygon,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/geomark-polygon,
Success,ODP,Geomark Polygon,geomark-polygon,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/geomark-polygon,
Success,DD,Geomark Point,geomark-point,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/geomark-point,
Success,ODP,Geomark Point,geomark-point,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/geomark-point,
Success,DD,VMREFTAB - Metadata Column Name Mapping to support shapefile,vmreftab-metadata-column-name-mapping-to-support-shapefile,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/vmreftab-metadata-column-name-mapping-to-support-shapefile,
Success,ODP,VMREFTAB - Metadata Column Name Mapping to support shapefile,vmreftab-metadata-column-name-mapping-to-support-shapefile,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/vmreftab-metadata-column-name-mapping-to-support-shapefile,
Success,DD,Geomark Index Centroid,geomark-index-centroid,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/geomark-index-centroid,
Success,ODP,Geomark Index Centroid,geomark-index-centroid,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/geomark-index-centroid,
Success,DD,Display View Polygon - Vicmap Property,display-view-polygon-vicmap-property,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/display-view-polygon-vicmap-property,
Success,ODP,Display View Polygon - Vicmap Property,display-view-polygon-vicmap-property,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/display-view-polygon-vicmap-property,
Success,DD,Aspatial Table - Property View - DVP,aspatial-table-property-view-dvp,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/aspatial-table-property-view-dvp,
Success,ODP,Aspatial Table - Property View - DVP,aspatial-table-property-view-dvp,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/aspatial-table-property-view-dvp,
Success,DD,Aspatial Table - Parcel View - DVP,aspatial-table-parcel-view-dvp,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/aspatial-table-parcel-view-dvp,
Success,ODP,Aspatial Table - Parcel View - DVP,aspatial-table-parcel-view-dvp,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/aspatial-table-parcel-view-dvp,
Success,DD,Building Polygon,building-polygon,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/building-polygon,
Success,ODP,Building Polygon,building-polygon,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/building-polygon,
Success,DD,Building Point,building-point,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/building-point,
Success,ODP,Building Point,building-point,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/building-point,
Success,DD,Country Fire Authority (CFA) District Boundaries - Vicmap Admin,country-fire-authority-cfa-district-boundaries-vicmap-admin,https://ckan-datavic-ckan-develop.au.amazee.io/dataset/country-fire-authority-cfa-district-boundaries-vicmap-admin,
Success,ODP,Country Fire Authority (CFA) District Boundaries - Vicmap Admin,country-fire-authority-cfa-district-boundaries-vicmap-admin,https://ckan-datavic-ckan-odp-develop.au.amazee.io/dataset/country-fire-authority-cfa-district-boundaries-vicmap-admin,
